404, 266, 10.0, 2.0 
870, 211, 2.0, 2.0 
102, 276, 15.0, 2.0 
90, 692, 18.0, 13.0 
436, 691, 10.0, 13.0 
673, 545, 5.0, 9.0 
387, 100, 10.0, 0.0 
716, 95, 5.0, 0.0 
32, 74, 15.0, 0.0 
61, 333, 16.0, 4.0 
295, 320, 12.0, 4.0 
520, 316, 8.0, 4.0 
755, 313, 4.0, 4.0 
974, 310, 0.0, 4.0 
944, 493, 0.0, 8.0 
735, 506, 4.0, 8.0 
524, 504, 8.0, 8.0 
290, 513, 12.5, 8.0 
116, 525, 16.0, 8.0 
